title,date,body
"Letter of the week: Bank wanted proof of $750,000 cash balance for retiree to retain credit card","UPDATED APR 04, 2025, 05:00 AM","Transitioning into retirement can be fraught with frustration and disappointment even if you are financially sound and have ample assets.  
My Trust Bank credit card will be terminated just because I applied for an increase in my spending limit before going on a trip to the United States recently.
Trust Bank’s app rejected my request for a spending limit increase when I indicated that I was a retiree. I then received an e-mail that was not even personally addressed to me, telling me that if I could not provide an income statement, my credit card would be terminated as I “did not meet their income criteria to qualify for an unsecured credit card”.
This was a strange request to make, three years after it issued the credit card when I had earlier qualified for it.
I am mystified by Trust Bank’s actions as I am a cardholder in good standing, always having paid on time, consistently hitting its monthly and quarterly spend targets, and making 40 to 45 transactions monthly.
I proposed that the bank do a financial analysis of my net worth, and submitted my CPF statement that showed that I have exceeded the current Enhanced Retirement Sum limit of $426,000 and would be receiving a monthly payout of over $3,000 a month for life when I turn 65 in a few months.
The bank declined, and asked if I could instead produce a bank statement that shows a cash balance of $750,000. All these onerous requirements from a digital bank that requires a $30,000 annual income to qualify for a fresh application.  
Trust Bank has offered no attempt to resolve the issue by assessing my creditworthiness holistically, but has instead adopted a blanket rejection due to my having no payslip. 
 If retirees as a group are disproportionally rejected in this way despite having substantial financial assets, then this seems to be age-based discrimination. 
Yim Tat Chuen
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Banks And Financial Institutions
Credit/Debit Cards
Retirement"
Forum: Subsidise HPV vaccinations for women in late 20s to 40s,"UPDATED APR 04, 2025, 05:00 AM","I am a family doctor who is very passionate about overall sexual wellness for both men and women. Recently, I was invited to speak at various International Women’s Day events focusing on women’s health. I shared about the human papillomavirus (HPV), cervical cancer prevention, sexual health, and making women’s health a priority.
I am in my 40s and believe more can be done for women in this age bracket concerning cervical cancer and HPV infection.
Cervical cancer remains the 10th most common cancer facing Singapore women and a lot more can be done.
In the course of my clinical work, I have seen many women who are exposed to pre-cancerous and cancerous lesions and most of them are in their late 20s to their late 40s.
Since cervical cancer is one of the most preventable forms of cancer, I hope that women in this age range can qualify for subsidised vaccinations too.
The vaccine is fully subsidised for all female Singaporeans aged between nine and 17, and partially subsidised for those aged between 18 and 26.
With HPV vaccinations and pap smears, and HPV tests, we can keep cervical cancer at bay.  We also need to do more for women who missed the national immunisation programme vaccinations. 
I hope the Government can give subsidies for HPV vaccinations for women in their late 20s to their 40s. This is the period where women are in the peak of their lives, be it career development or raising their families. 
It would be sad for them to be robbed of their fulfilling lives – when this cancer is highly preventable for older women too.

Angela Tan (Dr)
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Healthcare
Vaccines
Sexual Health
Cancer"
"Forum: Beyond counter-terror drills, people have a vital role to play","UPDATED APR 04, 2025, 05:00 AM","I read with concern that two more self-radicalised individuals were detained by the Internal Security Department (ISD detains Singaporean teen who wanted to kill at least 100 Muslims at 5 mosques; and S’porean girl, 15, who wanted to marry ISIS fighter, is first female teen dealt with under ISA, both April 2).
The threat of terrorist attacks caused by self-radicalisation is a reminder that even if racial and religious relations in Singapore are healthy, a handful of isolated followers from extremist and sectarian movements can have an outsized impact if they succeed in their attacks.
Extremist and sectarian forces could seek to fan the flames further and divide our country. Some troublemakers could even be well-funded state-sponsored actors.
The Ministry of Defence and the Home Team have been doing an excellent job with their counter-terrorism exercises. For example, there is the annual Exercise Heartbeat, a counter-terrorism and emergency preparedness exercise to strengthen community resilience against terrorism threats.
But beyond these operational exercises, the people also have an important part to play in the information space.

Non-governmental organisations (NGOs), including various interfaith groups, can conduct closed-door table-top exercises to simulate first responses to various scenarios of terrorism aimed at weakening social cohesion.
If such exercises are already being attended by key community leaders, these exercises can be expanded to involve more NGOs and self-help groups.
Scenarios can be based on past attacks that have happened abroad. Scenarios should also change according to how terrorists are adapting to the latest security measures.
During an exercise, NGOs and self-help group leaders can take the lead as “social first responders” in the information space, simulating and coordinating their statements and publicity materials, including both social media and mass media.

Norhaiyah Mahmood
President
Humanist Society (Singapore)
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Terrorism
Internal Security Act"
Letter of the week: Good reasons why NSmen serve with conviction,"UPDATED APR 04, 2025, 05:00 AM","I refer to the Forum letter “Could NSmen’s mental resilience be a weak link?” (March 25), and would like to share my perspectives as an NSman.
National service is sacrosanct to Singapore’s defence, given the limitations of our population and fiscal resources. Tens of thousands give their time to do their part year after year in training.
Realism in training is what NSmen expect each time because of the price we and our families pay to serve.
Every commander strives to achieve training realism, while ensuring every man returns home safely. This includes caring for the mental well-being of our soldiers.
Our commitment may not have been tested in war, like the author rightly points out, and we hope it never will.
Our commitment is built upon the challenges and struggles we face in juggling work, family and NS responsibilities.
I have seen many doing their part even in extenuating personal circumstances, and not shirking because they know someone else would have to take on their role if they were away. That sense of responsibility is the strongest link in our defence, knowing we serve together.
A large part of resilience comes from knowing why we serve. Training must be and indeed is as realistic as can be safely allowed.
If the test truly comes, what would keep us from caving in would be the clarity of conviction of who and what we are defending in the first place. Our families, our way of life and the very ones we fight alongside with – that is why we serve.
Desmond Fu
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's WhatsApp Channel and get the latest news and must-reads.
Today'S Letters
Letter Of The Week
National Service
Singapore"
Forum: Doctor at polyclinic was caring and dedicated while attending to my wife,"UPDATED APR 03, 2025, 05:00 AM","My wife suffers from diabetes and recently underwent vascular surgery on her right leg while also receiving treatment for a septic wound on her right ankle.
The surgery was a success but the wound did not heal.
It was recommended that she visit a polyclinic doctor and seek regular treatment.
So we went to Ang Mo Kio Polyclinic.
It was heartening to witness Dr Sharon Wong attend to my wife in such a dedicated and professional manner that we were reassured the wound would heal in due time.
Dr Wong, who had a leg fracture, stooped down, felt the areas around the wound and directed us to a wound nurse with instructions.
The wound is getting better. I wish to express my sincere thanks to Dr Wong, who was so caring towards my wife.
Godfrey Robert
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Bouquets
Doctors/Surgeons"
Forum: Steps taken to ensure secure and accessible voting for overseas Singaporeans,"UPDATED APR 03, 2025, 05:00 AM","We thank Forum writers Ng Cheng Hoon and Rahul Patwardhan for their letters “Let Singaporeans vote in the elections, no matter where they are”, and “Make it easier for overseas Singaporeans to vote” (both April 1).
Ms Ng suggested that we implement online voting via a secure digital platform, such as the Singpass application, so that Singaporeans who are travelling on Polling Day can vote.
The Elections Department has previously studied this suggestion. We have not implemented online voting because it is difficult to prevent voter impersonation and ensure voter secrecy.
For voters and contesting candidates/political parties to be sure that online votes are accurately recorded, the system will need to retain information on the voter’s choice in case an audit is required. This will compromise voter secrecy. For now, voting by paper ballot remains the most transparent and secure method of voting.
Mr Patwardhan suggested that we remove the current requirement for an overseas Singaporean to have resided in Singapore for an aggregate of 30 days in the last three years before he can qualify as an overseas voter.
This is a longstanding requirement to ensure that overseas voting is extended only to Singaporeans who continue to maintain links to Singapore.
Besides the arrangement for overseas Singaporeans to be able to vote at one of the 10 overseas polling stations, we have recently introduced postal voting to improve voter access for overseas Singaporeans. This was implemented at the 2023 Presidential Election and will also be available for the upcoming general election. 
The Elections Department would also like to remind Singaporeans intending to vote from overseas in the upcoming general election to register as overseas voters early, if they have not already done so.
Applications to be registered as overseas voters will close at the end of the second day after the Writ of Election is issued. Eligible overseas Singaporeans may register as overseas voters via “voter services” on the Elections Department website.
Bey Mui Leng
Director, Media and Communications
Elections Department Singapore
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Elections
GE2025
Voters"
Forum: Smart policies and political will needed to give everyone a fair shot at success,"UPDATED APR 03, 2025, 05:00 AM","The idea of “governance for equity” is all about making sure a country is run in a way that levels the playing field where everyone, regardless of background, gets a fair shot at success.
It’s not just about handouts, but about fixing any deep-rooted unfairness in the system. This means policies must be designed to lift the disadvantaged, close income gaps, and give people real opportunities through education, healthcare and fair wages.
So, how do countries actually make this happen? It takes a mix of smart policies and political will – things like letting marginalised communities have a say in decisions, taxing the rich more to fund social programmes, and making sure healthcare and education are accessible to all.
Where does Singapore stand in all this? On the plus side, we’ve done a lot right. Our public housing system keeps homes affordable for most, our healthcare and education are top-notch and heavily subsidised, and racial harmony is something we actively maintain.
The Government is efficient, corruption is low, and schemes like SkillsFuture help people stay employable. Plus, our strict policies ensure stability, which has helped Singapore grow into a prosperous nation.
But there are still gaps. Despite our wealth, income inequality remains high. The cost of living is a struggle for middle class families who don’t qualify for much aid. 
Singapore has come far in fairness and efficiency, but true equity means ensuring no one gets left behind as we grow. It’s about balancing our economic success with a stronger safety net, fairer wages, and a more inclusive society.
If we keep refining our approach, we can get closer to being a place where everyone thrives.
Keith Wong
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's WhatsApp Channel and get the latest news and must-reads.
Today'S Letters
Singapore Politics
Singapore"
Forum: No success for single applying for HDB flat after 10 tries,"UPDATED APR 01, 2025, 05:00 AM","For the past three years, I have been diligently applying for a Build-To-Order (BTO) flat under the singles scheme. I have submitted at least 10 applications, yet each attempt has ended in disappointment.
While I understand that demand for public housing is high and families are prioritised, the current balloting system appears to put singles at a distinct disadvantage.
Up till recently, singles could apply for only two-room flexi flats in non-mature estates. Even with the changes made to allow singles to apply for two-room flexi flats across all types of BTO projects, the odds of securing a flat are still low, with thousands of applicants competing for these units.
To make the BTO application process more equitable for singles, the Housing Board could consider the following improvements:
- Increase the supply of two-room flexi flats
With the growing number of singles in Singapore, it is time to allocate more units to meet the demand.
- Introduce a priority scheme for repeat applicants
Just as families with young children receive additional ballot chances, singles who have applied unsuccessfully multiple times should be given some form of priority.
- Greater transparency in the balloting process
Applicants should have clearer insights into whether certain factors influence the outcome. Providing a clearer breakdown of application statistics would help manage expectations.
- Consider allowing singles to apply for three-room flats
While families will always take precedence, permitting singles to ballot for three-room flats in selected estates could provide additional pathways for home ownership.
Home ownership is a fundamental aspiration for many Singaporeans, regardless of their marital status. If the Government’s commitment to making public housing affordable and accessible includes all citizens, then the system must evolve to reflect the changing demographics and needs of our society.
Tuan Ming Lee
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
HDB
Singles"
Forum: Make it easier for overseas Singaporeans to vote,"UPDATED APR 01, 2025, 05:00 AM","To qualify to vote, overseas Singaporeans would need to have resided in Singapore for an aggregate of at least 30 days within a three-year period before the day they register to be an overseas voter (GE2025: Singaporeans can check names from March 28 in voter rolls based on new electoral boundaries, March 27).
Why is this so? Many Singaporean citizens live overseas, promoting the Singaporean brand by making their mark in overseas markets and society. They are no lesser citizens than those who live all or most of their lives in Singapore.
Isn’t it a simple matter of proving their citizenship through their NRIC or passport, their electoral district through a registered local contact address, and their overseas resident status through a copy of their local resident visa?
The Elections Department needs to treat overseas citizens the same as resident citizens, and not create extra and unnecessary hurdles for them to vote.

Rahul Patwardhan
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
GE2025
Voters"
"Forum: Let Singaporeans vote in the elections, no matter where they are","UPDATED APR 01, 2025, 05:00 AM","I am writing to express a concern regarding the voting rights of Singapore citizens who are required to travel abroad for work or other commitments during a general election. 
Every citizen has the right to vote for the party he believes should lead the country. However, many of us face challenges in exercising this right due to travel obligations.
Currently, Singaporeans who reside abroad can vote at 10 Singapore overseas missions that also serve as overseas registration centres. While this is helpful, it does not address the situation for citizens who do not live overseas but happen to be abroad on Polling Day. As a result, they cannot cast their votes, leading to disenfranchisement.
In the light of this, I propose that the authorities explore more voting methods to ensure that all Singaporeans, regardless of their location, can participate in the democratic process.
One possible solution could be to enable overseas voting through the Singpass application or another secure digital platform. This would allow travelling citizens to vote remotely while maintaining the integrity and security of the election process.
I believe that implementing such a system is feasible with today’s technological advancements.
I hope the authorities can explore practical solutions that uphold the voting rights of all Singaporeans, no matter where they are.
Ng Cheng Hoon
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
GE2025
Voters"
Forum: Level the CCA playing field,"UPDATED MAR 31, 2025, 05:00 AM","Schools nurture students, providing a welcoming environment where we can grow into multi-talented and purposeful beings. Co-curricular activities (CCAs) were implemented to strengthen this purpose, but the competitive nature of the selection process seems to take a toll on students.
For sports CCAs, especially, schools prioritise students who already have skills, making it more difficult for inexperienced students to join their desired CCA.
Instead, they are asked to join non-sports clubs, which are seen to be more beginner-friendly.
I think we should have more CCA vacancies, or create two different groups – competitive and recreational – so that inexperienced students can learn from coaches and enjoy the sport too.
In this way, we can reinforce the goal of working towards a healthier nation, where more students pick up the good habit of exercising. 
Haley Ng, 16
JC 1
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Youth Forum
Sports And Recreation
Education And Schools"
Forum: What’s needed is a forward-looking Parliament with highest standards for members,"UPDATED MAR 31, 2025, 05:00 AM","I agree with deputy opinion editor Bhavan Jaipragas on the need to keep our politics clean and above board (Keeping fear and loathing out of Singapore’s politics, March 27).
How other societies have become so divisive to affect families and community relations is something which we as a small nation should avoid at all costs. We may have our differences, political or otherwise, but we only have this one small nation to share with everyone.
The tone and tenor of our society must be about empathy and caring for each other. I see this on display whenever I take the train or bus for my engagements. Some see me as elderly (yes, I am pushing 70 this year) and offer me their seat, which I politely decline.
I am not the only beneficiary of such good gestures.
In the article, the writer quoted from a columnist who identified “excessive intellectual certainty as the deeper problem” in relation to the rise of political violence in America. I could not agree more.
In fact, extreme behaviour arises from those who assume themselves to be the holders of truth. We see this also among those promoting religious violence. A little doubt and scepticism help to moderate our views and hold out the potential of learning from others, as no one is perfect or knows everything. Certainly a much-needed trait in these times.
At the same time, I agree with Prime Minister Lawrence Wong that we should be mindful of what is at stake at the upcoming general election (Election is about Singaporeans recognising much is at stake in this new environment: PM Wong, March 26).
Every political party wants to gain the maximum number of seats in Parliament. Yet, in the end it’s about good governance and the kind of Parliament we all wish for Singapore.
We have seen how in other jurisdictions, unqualified individuals and those with very dubious backgrounds are in positions of power. This we must avoid.
Parliament is a serious and august institution where laws are debated and decided upon, affecting the future of Singapore. The quality of debate depends on the parliamentarians and their conviction to build a better Singapore.
As Singaporeans, we must wish for a Parliament that is forward-looking in its outlook and holds the highest standards possible for its members.
Yaacob Ibrahim
MORE ON THIS TOPIC
Forum: What readers are saying
Unlimited coverage, unmatched value
Get Digital Access
MONTHLY SAVINGS
$9.90 $5/month
Subscribe today!
Billed at $5 monthly for the first year, $9.90 monthly thereafter.
MONTHLY RECURRING
$9.90/month
Subscribe now
No lock-in contract.
Subscriber-exclusive benefits for One Digital Package:
Access all subscriber-only content on ST app and straitstimes.com.
Easy access any time via ST app on one mobile device.
myST: Follow up to 30 authors and 30 topics.
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Singapore Parliament
Singapore Politics
GE2025"
Forum: Labelling required for health and beauty supplements sold in Singapore,"UPDATED MAR 31, 2025, 05:00 AM","We thank Forum writer Huang Kangrui for the feedback (Complete ingredients list needed on health and beauty products, March 14).
The Health Sciences Authority (HSA) and Singapore Food Agency (SFA) oversee the regulation of health products and food products in Singapore through risk-calibrated regulatory frameworks.
For example, medicines contain potent ingredients or chemicals and are therefore subjected to more stringent controls as compared to health and beauty supplements like vitamin pills, and food supplements like juices.
Although health, beauty and food supplements do not require pre-market approval, dealers must comply with specific regulations, including appropriate labelling of their products.
Suppliers of health, beauty and food supplements must ensure that their products are labelled with the required information in English. For health and beauty supplements, this includes active ingredients, their quantities and allergens (certain colourants and preservatives). Prepackaged food products should include the ingredients, the country of origin and the name and address of the local importer.
HSA and SFA conduct random checks to ensure that products on the local market adhere to these labelling requirements.
Even with these measures in place, due to the wide diversity of these products, consumers may still come across some health, beauty and food supplements that are not adequately labelled. Consumers should exercise their judgment when considering buying these products.
Additionally, consumers who choose to buy online, especially those from overseas platforms, should exercise care as foreign sellers may sell products that are manufactured and packaged according to another country’s labelling requirements.
Consumers are encouraged to buy their health, beauty and food supplements from reliable sources, including pharmacies, reputable retailers, and those with an established retail presence in Singapore.
Consumers should also watch out for products that make medical claims about treatment or prevention of diseases and claims that are too good to be true. HSA has established a database of safe and good quality health supplements at www.hsa.gov.sg/vns-list for consumers to refer to.
Lee Hui Keng 
Director (Covering)
Complementary Health Products Branch
Health Products Regulation Group
Health Sciences Authority
Ashraf Hassan
Director (Covering)
Special Incident Response Department
Joint Operations Division
Singapore Food Agency
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Health Sciences Authority
SFA/Singapore Food Agency
Beauty Industry
Healthcare"
Forum: Good reasons why NSmen serve with conviction,"UPDATED MAR 31, 2025, 05:00 AM","I refer to the Forum letter “Could NSmen’s mental resilience be a weak link?” (March 25), and would like to share my perspectives as an NSman.
National service is sacrosanct to Singapore’s defence, given the limitations of our population and fiscal resources. Tens of thousands give their time to do their part year after year in training.
Realism in training is what NSmen expect each time because of the price we and our families pay to serve.
Every commander strives to achieve training realism, while ensuring every man returns home safely. This includes caring for the mental well-being of our soldiers.
Our commitment may not have been tested in war, like the author rightly points out, and we hope it never will.
Our commitment is built upon the challenges and struggles we face in juggling work, family and NS responsibilities.
I have seen many doing their part even in extenuating personal circumstances, and not shirking because they know someone else would have to take on their role if they were away. That sense of responsibility is the strongest link in our defence, knowing we serve together.
A large part of resilience comes from knowing why we serve. Training must be and indeed is as realistic as can be safely allowed.
If the test truly comes, what would keep us from caving in would be the clarity of conviction of who and what we are defending in the first place. Our families, our way of life and the very ones we fight alongside with – that is why we serve.
Desmond Fu
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's WhatsApp Channel and get the latest news and must-reads.
Today'S Letters
National Service
Singapore
Defence And Military"
Forum: Mural not meant to give definitive timeline of maritime history,"UPDATED MAR 31, 2025, 05:00 AM","We thank Mr Kuet Ee Yoon for pointing out the inaccuracy in the mural in the pedestrian underpass next to Parliament House (Mural should reflect Singapore’s maritime heritage more accurately, March 24).
The intention behind the mural was to create an accessible and engaging experience for those who pass by, sparking conversation and reflection within our community through our placemaking efforts. 
The intent of the mural was never to give the impression that this was the definitive timeline of Singapore’s maritime history.
Now that we know of the Singapore Maritime Heritage Interest Group, we will make sure we consult the group in future for projects on this topic.
We have plans to refresh this space with a new mural in the coming months.
We wish to assure Mr Kuet that his feedback will remind us of the importance of the message to be both authentic and respectful. 
Denise Lee
Director, Placemaking and Marketing
Singapore River One Ltd
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Stamford Raffles
Singapore History
Maritime And Shipping
Advertising And Marketing"
Letter of the week: Preservation of heritage areas must also cater to younger generation,"UPDATED MAR 28, 2025, 05:00 AM","The Forum letter “Save traditional businesses and trades in heritage areas” (March 7) highlights a key dilemma: Which individuals and businesses get left behind in the face of progress?
When I was buying wooden clogs for a photo shoot at Chinatown Complex in 2024, the woman running the shop commented that few people buy them any more. She recalled a time when Chinatown had many clog makers. I turn 50 in 2025, and don’t recall ever seeing one. If such a business still existed, would I visit it to see how clogs are made? Yes, out of curiosity. But is it still relevant? No.
While preserving heritage businesses is important, change is both natural and necessary for society and, by extension, neighbourhoods to evolve.
While my son and nieces do visit Kampong Glam, it’s not for its fabric or carpet shops. They point to the cafes, bakeries and thrift shops that have sprouted up in the area. I can only assume these stores can afford the high rents mentioned in the letter.
Here lies the dilemma: Preservation must cater not just to Gen X and baby boomers, but also to millennials and Gen Z. If Arab Street remains focused on fabrics and haberdashery, would it become irrelevant to younger generations? And if so, how successful would preservation efforts really be?
On a recent visit, I saw fabric shop owners waiting for customers. Perhaps they are like the clog makers of the past, affected by changing trends. But unlike then, today there’s a task force supporting such heritage businesses.
Preserving heritage businesses doesn’t mean keeping them unchanged or enforcing rent control. Those that survive and thrive will be the ones that are creative and innovate their existing businesses. 
Elsewhere, in cities like Kyoto in Japan and Suzhou in China, young people and tourists rent traditional attire like the kimono and hanfu to explore heritage districts. Some call it commercialisation, but I see it as keeping culture alive.
The kebaya, now on Unesco’s intangible cultural heritage list, presents an opportunity. Some businesses are already exploring this by renting out kebayas. Perhaps our heritage businesses can consider collaborations, and the task force can help bridge the new and old.
Karen Chia Hwee Kim
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Letter Of The Week
Singapore Heritage
Retail"
Forum: Simple guide can help people support victims of sexual assault,"UPDATED MAR 28, 2025, 05:52 AM","I read with interest Aware’s letter “Let’s stop blaming the victim for being raped” (March 26).
The past decade has seen commendable progress in raising awareness about sexual assault and harassment. However, as a society, we still have some way to go.
In 2011, I wrote to the Forum page about being molested on a train and urged SMRT to provide a protocol so victims and bystanders would know what to do.
SMRT responded with a clear and simple protocol:
Press the emergency communication button.
Inform the train officer that you were molested.
Share the four-digit carriage number.
Wait for station officers to arrive.
Reflecting on this, I wondered: Could we create a similar protocol for the general public to guide their response when someone in their social network is harassed or assaulted?
It is already difficult for victims to speak up. Yet, friends and family _ often unintentionally _ can make it even more painful.
Unhelpful responses include: “You should have known better. You shouldn’t have done that”; and “You wouldn’t be upset if the perpetrator were rich, powerful and attractive.”
Such remarks may stem from a misguided attempt to downplay the severity of the experience, maintain social cohesion (especially when the perpetrator is known) or reassure themselves that they are safe from such attacks.
Some people also wrongly assume that unwanted sexual attention means the victim is attractive when, in reality, perpetrators often target those they believe they can exploit without consequence.
If we were to develop a straightforward guide on what people can say and do, could something like this be helpful?
Tell them it’s not their fault: “What happened to you was wrong and not your fault.”
Reinforce that they have control: “You have control over what happens next.”
Share that resources and professional help are available: “Would you like help finding support? There are hotlines, counselling services and legal aid available.”
Offer to walk with them: “Would you like me to be with you as you take your next step?”
We do not need to be trained personnel to play a role in effective support. But, just as SMRT’s protocol empowers bystanders to take action, a simple framework allows us to be part of the support system _ creating a safe space for survivors while professionals provide the care they need.
Angie Ho
MORE ON THIS TOPIC
Forum: What readers are saying
Join ST's Telegram channel and get the latest breaking news delivered to you.
Today'S Letters
Crimes Against Women
Law And Legislation"
